region,permit_number,action,requester,cause,cause_detail,place,street,street_number,block,parcel,from_date,to_date,approved_by,species,number_of_trees,tree_action,notes
מנשה שרון,21112,כריתה,מכללת בית ברל,עץ מת,,בית ברל,רחבי המכללה,,,,2020-04-22 00:00:00.000000,2021-04-22 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,שברים בגזע מרכזי (ליד מבנה 117)
מנשה שרון,21112,כריתה,מכללת בית ברל,עץ מת,,בית ברל,רחבי המכללה,,,,2020-04-22 00:00:00.000000,2021-04-22 00:00:00.000000,רמי דוידי,פלטופורום מסופק,2,,יבשים (דשא מרכזי)
מנשה שרון,21113,כריתה,כץ שירלי,אחר,נזק לביוב,רמת השרון,למרחב,59 ב',6599,347,2020-05-31 00:00:00.000000,2022-05-31 00:00:00.000000,רמי דוידי,פיקוס השדרות,1,,כריתה
מנשה שרון,21114,כריתה,"קק""ל יער קאסם ( חברת החשמל )",אחר,הפרעה לקו מתח עליון,יער קקל,יער קאסם,,,,2020-04-22 00:00:00.000000,2021-04-22 00:00:00.000000,רמי דוידי,אורנים,11,,ליד עמוד 1239
מנשה שרון,21114,כריתה,"קק""ל יער קאסם ( חברת החשמל )",אחר,הפרעה לקו מתח עליון,יער קקל,יער קאסם,,,,2020-04-22 00:00:00.000000,2021-04-22 00:00:00.000000,רמי דוידי,אורנים,4,,ליד עמוד 1240
מנשה שרון,21114,כריתה,"קק""ל יער קאסם ( חברת החשמל )",אחר,הפרעה לקו מתח עליון,יער קקל,יער קאסם,,,,2020-04-22 00:00:00.000000,2021-04-22 00:00:00.000000,רמי דוידי,ברושים,2,,ליד עמוד 1239
מנשה שרון,21114,כריתה,"קק""ל יער קאסם ( חברת החשמל )",אחר,הפרעה לקו מתח עליון,יער קקל,יער קאסם,,,,2020-04-22 00:00:00.000000,2021-04-22 00:00:00.000000,רמי דוידי,שיטה כחלחלה,10,,ליד עמוד 1239
מנשה שרון,21115,כריתה,מכללת בית ברל,מחלת עץ,חדקונית,בית ברל,,,,,2020-04-22 00:00:00.000000,2021-04-22 00:00:00.000000,רמי דוידי,תמר קנרי,1,,מחלה-כריתה
מנשה שרון,21116,העתקה,עיריית באקה אל גרביה,בניה,,באקה אל-גרביה,מבנה רב תכליתי,,8760,"30-31,34",2020-04-22 00:00:00.000000,2021-04-22 00:00:00.000000,רמי דוידי,זית אירופי,36,,העתקה
מנשה שרון,21123,כריתה,עיריית רמת השרון,אחר,הנחת צינור מים,רמת השרון,נהרדע בין גינה ציבורית לחורשה,,,,2020-04-22 00:00:00.000000,2021-04-22 00:00:00.000000,רמי דוידי,ושינגטוניה חוטית,1,,כריתה
מנשה שרון,21128,כריתה,עיריית כפר סבא,אחר,נטוי חזק,כפר סבא,הראשונים,2,,,2020-05-31 00:00:00.000000,2022-05-31 00:00:00.000000,רמי דוידי,ברכיכיטון אוסטרלי,1,,מס' 1868 - כריתה
מנשה שרון,21132,כריתה,דודו עברו,מחלת עץ,חדקונית,כפר סבא,השופטים,13,,,2020-05-19 00:00:00.000000,2022-05-19 00:00:00.000000,רמי דוידי,תמר מצוי,1,,כריתה
מנשה שרון,21133,כריתה,מושב בית חרות,בניה,עבודות תשתית,בית חרות,הרחבה ב',,8341,,2020-06-09 00:00:00.000000,2022-06-09 00:00:00.000000,רמי דוידי,אקליפטוסים,15,,כריתה
מנשה שרון,21137,כריתה,ערן חומן,אחר,מהווה מטרד,פרדסיה,הכלנית,20,8002,492,2020-05-04 00:00:00.000000,2022-05-04 00:00:00.000000,רמי דוידי,סייאגרוס רומנזוף,1,,כריתה
מנשה שרון,21138,כריתה,קרוגר רונה,אחר,נפילת ענפים,הדר עם,הראשונים,28,8302,14,2020-04-27 00:00:00.000000,2022-04-27 00:00:00.000000,רמי דוידי,פקן תרבותי,3,,כריתה
מנשה שרון,21139,כריתה,עיריית רמת השרון,עץ מת,גדם,רמת השרון,המאבק,,,,2020-04-22 00:00:00.000000,2021-04-22 00:00:00.000000,רמי דוידי,הדר,1,,גדם
מנשה שרון,21140,כריתה,עיריית רעננה,אחר,החלפת קו מים,רעננה,הדולב - החלפת קו מים,,,,2020-04-22 00:00:00.000000,2021-04-22 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,לכריתה
מנשה שרון,21143,כריתה,"החברה הכלכלית לפיתוח דרום השרון בע""מ",בניה,הרחבת אגף קיים,נוה ימין,מועדון גמלאים הרחבת אגף קיים,,8545 חלקה 62,גוש 7609 חלקה 3,2020-05-11 00:00:00.000000,2021-05-11 00:00:00.000000,רמי דוידי,צאלון נאה,1,,כריתה
מנשה שרון,21144,כריתה,דבי אילן,אחר,נטייה וגרימת נזק לקיר,הרצליה,הנוריות,12,6518,389,2020-05-04 00:00:00.000000,2022-05-04 00:00:00.000000,רמי דוידי,סיגלון עלה-מימוסה,1,,כריתה
מנשה שרון,21144,כריתה,דבי אילן,אחר,נטייה וגרימת נזק לקיר,הרצליה,הנוריות,12,6518,389,2020-05-04 00:00:00.000000,2022-05-04 00:00:00.000000,רמי דוידי,תמר מצוי,1,,נוטה-כריתה
מנשה שרון,21147,כריתה,תמיר זילברשטיין,אחר,שדרוג גינה,בחן,דקל,8,8631,4,2020-06-09 00:00:00.000000,2022-06-09 00:00:00.000000,רמי דוידי,ושינגטוניה חוטית,1,,כריתה
מנשה שרון,21149,כריתה,קיבוץ רמת הכובש,אחר,נוטים,רמת הכובש,מס' מקומות בקיבוץ,,7582,11,2020-05-11 00:00:00.000000,2021-05-11 00:00:00.000000,רמי דוידי,אורנים,2,,גן זלמן (עץ אחד לפני חדר האוכל ואחד אחרי )כריתה
מנשה שרון,21149,כריתה,קיבוץ רמת הכובש,אחר,נוטים,רמת הכובש,מס' מקומות בקיבוץ,,7582,11,2020-05-11 00:00:00.000000,2021-05-11 00:00:00.000000,רמי דוידי,ושינגטוניה חוטית,3,,גדלים משורש משותף נפילת זרעים - כריתה
מנשה שרון,21150,כריתה,פאם מוס,אחר,גרימת נזק לביוב ולריצוף,תל מונד,האנפה,65,9056,108,2020-04-27 00:00:00.000000,2022-04-27 00:00:00.000000,רמי דוידי,ברכיכיטון אדרי,1,,כריתה
מנשה שרון,21153,כריתה,דקל אשר,אחר,נזק לריצוף וצמידות לקיר,רעננה,השחר,88,7654,389,2020-04-27 00:00:00.000000,2022-04-27 00:00:00.000000,רמי דוידי,ברכיכיטון אוסטרלי,1,,
מנשה שרון,21156,כריתה,בית אור אביבה - כפר גמילה אילנות,אחר,"עפ""י דו""ח אגרונום",אילנות,יער אילנות מזרח בשטח המוסד,,,,2020-05-04 00:00:00.000000,2021-05-04 00:00:00.000000,רמי דוידי,אקליפטוסים,11,,כריתה
מנשה שרון,21156,כריתה,בית אור אביבה - כפר גמילה אילנות,אחר,"עפ""י דו""ח אגרונום",אילנות,יער אילנות מזרח בשטח המוסד,,,,2020-05-04 00:00:00.000000,2021-05-04 00:00:00.000000,רמי דוידי,ברוש מצוי,2,,כריתה
מנשה שרון,21156,כריתה,בית אור אביבה - כפר גמילה אילנות,אחר,"עפ""י דו""ח אגרונום",אילנות,יער אילנות מזרח בשטח המוסד,,,,2020-05-04 00:00:00.000000,2021-05-04 00:00:00.000000,רמי דוידי,סיסם הודי,1,,כריתה
מנשה שרון,21161,כריתה והעתקה,"ח.פ.ת חברה לפיתוח ותשתיות בע""מ",בניה,מסילה מזרחית,גן שמואל,בין החיבור למסילות החוף עד דרומית לביצת,מכרז מס' 3,,,2020-05-04 00:00:00.000000,2022-05-04 00:00:00.000000,רמי דוידי,אזדרכת מצויה,2,כריתה,
מנשה שרון,21161,כריתה והעתקה,"ח.פ.ת חברה לפיתוח ותשתיות בע""מ",בניה,מסילה מזרחית,גן שמואל,בין החיבור למסילות החוף עד דרומית לביצת,מכרז מס' 3,,,2020-05-04 00:00:00.000000,2022-05-04 00:00:00.000000,רמי דוידי,איקליפטוס המקור,288,כריתה,
מנשה שרון,21161,כריתה והעתקה,"ח.פ.ת חברה לפיתוח ותשתיות בע""מ",בניה,מסילה מזרחית,גן שמואל,בין החיבור למסילות החוף עד דרומית לביצת,מכרז מס' 3,,,2020-05-04 00:00:00.000000,2022-05-04 00:00:00.000000,רמי דוידי,איקליפטוס מסמרי,1,כריתה,
מנשה שרון,21161,כריתה והעתקה,"ח.פ.ת חברה לפיתוח ותשתיות בע""מ",בניה,מסילה מזרחית,גן שמואל,בין החיבור למסילות החוף עד דרומית לביצת,מכרז מס' 3,,,2020-05-04 00:00:00.000000,2022-05-04 00:00:00.000000,רמי דוידי,אלון התבור,2,כריתה,
מנשה שרון,21161,כריתה והעתקה,"ח.פ.ת חברה לפיתוח ותשתיות בע""מ",בניה,מסילה מזרחית,גן שמואל,בין החיבור למסילות החוף עד דרומית לביצת,מכרז מס' 3,,,2020-05-04 00:00:00.000000,2022-05-04 00:00:00.000000,רמי דוידי,אלון תבור,4,העתקה,
מנשה שרון,21161,כריתה והעתקה,"ח.פ.ת חברה לפיתוח ותשתיות בע""מ",בניה,מסילה מזרחית,גן שמואל,בין החיבור למסילות החוף עד דרומית לביצת,מכרז מס' 3,,,2020-05-04 00:00:00.000000,2022-05-04 00:00:00.000000,רמי דוידי,ברוש מצוי,2,כריתה,
מנשה שרון,21161,כריתה והעתקה,"ח.פ.ת חברה לפיתוח ותשתיות בע""מ",בניה,מסילה מזרחית,גן שמואל,בין החיבור למסילות החוף עד דרומית לביצת,מכרז מס' 3,,,2020-05-04 00:00:00.000000,2022-05-04 00:00:00.000000,רמי דוידי,זית אירופי,34,כריתה,
מנשה שרון,21161,כריתה והעתקה,"ח.פ.ת חברה לפיתוח ותשתיות בע""מ",בניה,מסילה מזרחית,גן שמואל,בין החיבור למסילות החוף עד דרומית לביצת,מכרז מס' 3,,,2020-05-04 00:00:00.000000,2022-05-04 00:00:00.000000,רמי דוידי,ינבוט לבן,1,כריתה,
מנשה שרון,21161,כריתה והעתקה,"ח.פ.ת חברה לפיתוח ותשתיות בע""מ",בניה,מסילה מזרחית,גן שמואל,בין החיבור למסילות החוף עד דרומית לביצת,מכרז מס' 3,,,2020-05-04 00:00:00.000000,2022-05-04 00:00:00.000000,רמי דוידי,שיטה כחלחלה,46,כריתה,
מנשה שרון,21163,כריתה,עיריית רמת השרון,אחר,עץ מבוקע,רמת השרון,סמטת הדרור גן יערה,,,,2020-05-04 00:00:00.000000,2022-05-04 00:00:00.000000,רמי דוידי,סיסם הודי,1,,כריתה
מנשה שרון,21164,כריתה,עיריית הרצליה,אחר,הנחת צינור מים,הרצליה,מתחם גליל ים,,6422,48,2020-05-28 00:00:00.000000,2022-05-29 00:00:00.000000,רמי דוידי,איקליפטוס המקור,1,,כריתה
מנשה שרון,21165,כריתה,מועצה מקומית בנימינה גבעת עדה,עץ מת,,בנימינה,מס' מקומות,,,,2020-05-18 00:00:00.000000,2021-05-18 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,בית כנסת גבעת עדה
מנשה שרון,21165,כריתה,מועצה מקומית בנימינה גבעת עדה,עץ מת,,בנימינה,מס' מקומות,,,,2020-05-18 00:00:00.000000,2021-05-18 00:00:00.000000,רמי דוידי,כליל החורש,1,,"חב""ד גבעת עדה"
מנשה שרון,21165,כריתה,מועצה מקומית בנימינה גבעת עדה,עץ מת,,בנימינה,מס' מקומות,,,,2020-05-18 00:00:00.000000,2021-05-18 00:00:00.000000,רמי דוידי,כליל החורש,1,,גן אילנות
מנשה שרון,21166,כריתה,מועצה מקומית בנימינה גבעת עדה,בטיחות,,בנימינה,מס' מקומות,,,,2020-05-18 00:00:00.000000,2021-05-18 00:00:00.000000,רמי דוידי,אורנים,7,,גן יד לבנים
מנשה שרון,21166,כריתה,מועצה מקומית בנימינה גבעת עדה,בטיחות,,בנימינה,מס' מקומות,,,,2020-05-18 00:00:00.000000,2021-05-18 00:00:00.000000,רמי דוידי,ברוש מצוי,1,,"ימי בנימינה פינת הגדנ""ע"
מנשה שרון,21167,כריתה,מועצה מקומית בנימינה גבעת עדה,עץ מת,,בנימינה,מס' מקומות,,,,2020-05-18 00:00:00.000000,2021-05-18 00:00:00.000000,רמי דוידי,אורן ירושלים,1,,גן המייסדים
מנשה שרון,21167,כריתה,מועצה מקומית בנימינה גבעת עדה,עץ מת,,בנימינה,מס' מקומות,,,,2020-05-18 00:00:00.000000,2021-05-18 00:00:00.000000,רמי דוידי,אורנים,3,,רחוב הבושם
מנשה שרון,21167,כריתה,מועצה מקומית בנימינה גבעת עדה,עץ מת,,בנימינה,מס' מקומות,,,,2020-05-18 00:00:00.000000,2021-05-18 00:00:00.000000,רמי דוידי,כליל החורש,1,,המרווה 1
מנשה שרון,21167,כריתה,מועצה מקומית בנימינה גבעת עדה,עץ מת,,בנימינה,מס' מקומות,,,,2020-05-18 00:00:00.000000,2021-05-18 00:00:00.000000,רמי דוידי,כליל החורש,2,,גן החושים
מנשה שרון,21168,כריתה,יוסף אטיאס,אחר,נזק לביוב,גבעת עדה,הליבה,35,12105,61,2020-05-18 00:00:00.000000,2021-05-18 00:00:00.000000,רמי דוידי,פיקוס השדרות,1,,כריתה
מנשה שרון,21169,כריתה,אמיר הרשקוביץ,אחר,נוטה לכיוון הבית,בנימינה,השניים,6,10207,37,2020-07-12 00:00:00.000000,2021-07-12 00:00:00.000000,רמי דוידי,אורן ירושלים,1,,כריתה
מנשה שרון,21170,כריתה,בראל דרור,בניה,,כוכב יאיר,ברק,4,8912,85,2020-10-13 00:00:00.000000,2022-10-13 00:00:00.000000,רמי דוידי,אראוקריה רמה,1,,כריתה
מנשה שרון,21170,כריתה,בראל דרור,בניה,,כוכב יאיר,ברק,4,8912,85,2020-10-13 00:00:00.000000,2022-10-13 00:00:00.000000,רמי דוידי,ושינגטוניה חוטית,1,,כריתה
מנשה שרון,21170,כריתה,בראל דרור,בניה,,כוכב יאיר,ברק,4,8912,85,2020-10-13 00:00:00.000000,2022-10-13 00:00:00.000000,רמי דוידי,סייאגרוס רומנזוף,1,,כריתה
מנשה שרון,21172,כריתה,חיו חמו דוד,אחר,"דבורים , חלל",הרצליה,הזיתים,20,,,2020-05-19 00:00:00.000000,2022-05-19 00:00:00.000000,רמי דוידי,אורן ירושלים,1,,כריתה
מנשה שרון,21175,כריתה,קיבוץ תל יצחק,אחר,רקבונות ונטייה,תל יצחק,סמוך לצרכנייה חורשת עצים,,8971,28,2020-05-11 00:00:00.000000,2021-05-11 00:00:00.000000,רמי דוידי,אורן ירושלים,1,,נוטה-כריתה
מנשה שרון,21175,כריתה,קיבוץ תל יצחק,אחר,רקבונות ונטייה,תל יצחק,סמוך לצרכנייה חורשת עצים,,8971,28,2020-05-11 00:00:00.000000,2021-05-11 00:00:00.000000,רמי דוידי,קזוארינה,1,,רקבון בגזע
מנשה שרון,21176,כריתה,עיריית כפר סבא,אחר,נפגע כתוצאה מבניה,כפר סבא,ירושלים -גינה ציבורית,3,,,2020-05-31 00:00:00.000000,2022-05-31 00:00:00.000000,רמי דוידי,סיגלון עלה-מימוסה,1,,כריתה
מנשה שרון,21177,כריתה והעתקה,כרמלי אבינועם,בניה,,בית יצחק,משק כרמלי,,8212,125,2021-01-17 00:00:00.000000,2023-01-17 00:00:00.000000,רמי דוידי,אבוקדו הודי,2,כריתה,
מנשה שרון,21177,כריתה והעתקה,כרמלי אבינועם,בניה,,בית יצחק,משק כרמלי,,8212,125,2021-01-17 00:00:00.000000,2023-01-17 00:00:00.000000,רמי דוידי,עצי פרי,5,כריתה,מנגו
מנשה שרון,21177,כריתה והעתקה,כרמלי אבינועם,בניה,,בית יצחק,משק כרמלי,,8212,125,2021-01-17 00:00:00.000000,2023-01-17 00:00:00.000000,רמי דוידי,עצי פרי,1,העתקה,מנגו
מנשה שרון,21178,כריתה,ועד מקומי בית יצחק,בניה,שביל אופניים,בית יצחק,דרך השרון כביש 5700,,,,2020-05-17 00:00:00.000000,2022-05-17 00:00:00.000000,רמי דוידי,סיסם הודי,6,,כריתה
